id_transaction,id_collaborateur,date_transaction,client,categorie,montant_euros,statut
T000383,C0182,2024-03-23,Maison Delaunay,Maintenance,7323.7,payee
T000384,C0118,2025-11-23,Atelier Bastide,Formation,2192.55,payee
T000385,C0133,10/05/2025,Groupe Lorrain,Formation,3687.27,payee
T000386,C0076,2024-03-27,Maison Delaunay,Audit,5257.58,en attente
T000387,C0045,27-03-2025,Atelier Bastide,Maintenance,3904.69,en attente
T000388,C0003,2024-08-10,Atelier Bastide,Conseil,2571.51,payee
T000389,C0156,2024-05-11,Nord Logistique,Conseil,1516.1,en attente
T000390,C0009,10-12-2024,Verne Industries,Formation,7182.86,payee
T000391,C0025,28-07-2025,Atelier Bastide,Maintenance,3952.53,payee
T000392,C0184,01/01/2024,Verne Industries,Formation,7947.6,en attente
T000393,C0136,2024-09-16,Nord Logistique,Audit,4240.26,payee
T000394,C0114,2025-11-03,Sigma Sante,Licence,7424.48,payee
T000395,C0051,2024-10-14,Orion Energie,Audit,2084.12,payee
T000396,C0035,2024-03-13,Maison Delaunay,Audit,2169.46,annulee
T000397,C0109,2024-11-08,Orion Energie,Licence,2926.54,payee
T000398,C0084,2025-05-13,Nord Logistique,Audit,1993.45,payee
T000399,C0124,2025-12-28,Cabinet Ferrand,Licence,1235.24,payee
T000400,C0039,2025-04-04,Sigma Sante,Conseil,2294.07,payee
T000401,C0054,2024-02-06,Verne Industries,Formation,4210.0,payee
T000402,C0027,13-08-2025,Sigma Sante,Licence,1621.93,payee
T000403,C0099,23/07/2025,Orion Energie,Audit,1726.55,payee
T000404,C0065,2025-04-20,Cabinet Ferrand,Audit,2373.97,payee
T000405,C0052,2025-10-16,Maison Delaunay,Conseil,1871.56,annulee
T000406,C0128,15-07-2025,Sigma Sante,Conseil,2447.02,en attente
T000407,C0116,2024-06-18,Sigma Sante,Licence,3041.2,payee
T000408,C0049,2024-11-03,Atelier Bastide,Licence,1685.79,payee
T000409,C0163,2025-01-05,Orion Energie,Maintenance,2403.7,payee
T000410,C9999,2024-12-22,Nord Logistique,Formation,3185.02,payee
T000411,C0080,11-04-2025,Groupe Lorrain,Audit,2037.56,payee
T000412,C0111,27-05-2025,Groupe Lorrain,Licence,1515.79,payee
T000413,C0033,2024-03-16,Maison Delaunay,Formation,2120.71,payee
T000414,C0098,2025-02-18,Cabinet Ferrand,Licence,-2649.22,payee
T000415,C0136,2024-01-29,Groupe Lorrain,Audit,1196.45,payee
T000416,C0030,2025-01-08,Nord Logistique,Formation,4242.44,payee
T000417,C0132,04-11-2024,Nord Logistique,Licence,2725.01,en attente
T000418,C0010,2024-05-30,Groupe Lorrain,Audit,2127.11,payee
T000419,C0141,2025-12-24,Verne Industries,Conseil,1311.42,payee
T000420,C0009,2024-07-07,Cabinet Ferrand,Licence,3971.4,payee
T000421,C0041,2024-02-11,Sigma Sante,Maintenance,5642.81,payee
T000422,C0082,2024-09-18,Maison Delaunay,Audit,2345.62,payee
T000423,C0143,2025-07-06,Groupe Lorrain,Conseil,7597.42,payee
T000424,C0167,07-01-2024,Nord Logistique,Maintenance,3107.83,payee
T000425,C0109,25-12-2024,Orion Energie,Audit,3167.15,payee
T000426,C0031,2024-10-31,Groupe Lorrain,Formation,4835.91,payee
T000427,C0090,2025-09-24,Orion Energie,Maintenance,4076.59,en attente
T000428,C0183,03/01/2024,Groupe Lorrain,Licence,1615.75,payee
T000429,C0021,2024-01-13,Nord Logistique,Maintenance,2298.51,payee
T000430,C0167,16/02/2025,Verne Industries,Formation,5249.5,payee
T000431,C0090,2024-05-10,Maison Delaunay,Conseil,4118.07,en attente
T000432,C0001,2025-05-28,Sigma Sante,Audit,7632.42,payee
T000433,C0162,22-07-2024,Sigma Sante,Formation,3801.82,payee
T000434,C0007,2025-02-14,Sigma Sante,Conseil,4188.89,payee
T000435,C0086,2024-01-28,Sigma Sante,Audit,2116.87,en attente
T000436,C0046,21/05/2025,Verne Industries,Audit,5599.37,payee
T000437,C0136,2025-01-13,Cabinet Ferrand,Maintenance,795.72,payee
T000438,C0014,2024-01-01,Maison Delaunay,Licence,3451.72,payee
T000439,C0022,2024-07-13,Atelier Bastide,Formation,4252.04,payee
T000440,C0124,2024-02-13,Nord Logistique,Maintenance,3674.82,payee
T000441,C0196,2024-02-02,Nord Logistique,Maintenance,3121.21,payee
T000442,C0010,2025-05-24,Orion Energie,Licence,2941.64,payee
T000443,C0107,2024-11-08,Groupe Lorrain,Maintenance,3188.07,payee
T000444,C0187,09/08/2025,Groupe Lorrain,Licence,1759.97,payee
T000445,C0068,2024-07-07,Groupe Lorrain,Audit,3665.26,en attente
T000446,C0115,2025-06-07,Nord Logistique,Maintenance,2129.93,payee
T000447,C0195,2025-03-25,Nord Logistique,Formation,2346.7,en attente
T000448,C0169,28-04-2025,Nord Logistique,Maintenance,1648.9,en attente
T000449,C0069,2025-08-27,Atelier Bastide,Formation,11046.79,payee
T000450,C0175,2025-05-31,Verne Industries,Formation,3535.48,payee
T000451,C0157,2025-06-28,Cabinet Ferrand,Audit,1457.61,payee
T000452,C0118,23/06/2025,Groupe Lorrain,Licence,3349.7,payee
T000453,C0103,2024-11-22,Sigma Sante,Conseil,5568.2,payee
T000454,C0215,2025-06-12,Groupe Lorrain,Formation,3644.64,payee
T000455,C0203,2025-09-06,Maison Delaunay,Audit,3078.7,payee
T000456,C0045,2025-06-22,Cabinet Ferrand,Maintenance,2035.32,payee
T000457,C0157,19-03-2025,Orion Energie,Audit,3647.69,payee
T000458,C0084,2024-02-24,Maison Delaunay,Licence,4585.49,en attente
T000459,C0026,2024-11-14,Cabinet Ferrand,Conseil,4610.43,payee
T000460,C0030,16-02-2024,Maison Delaunay,Conseil,3474.72,payee
T000461,C0169,16/03/2024,Groupe Lorrain,Conseil,3469.21,payee
T000462,C0085,2024-09-20,Atelier Bastide,Maintenance,6026.63,payee
T000463,C0026,2024-12-04,Cabinet Ferrand,Maintenance,5712.52,annulee
T000464,C0052,20/01/2025,Sigma Sante,Licence,2855.28,payee
T000465,C0005,2025-10-19,Sigma Sante,Maintenance,7303.69,en attente
T000466,C0124,2025-07-10,Cabinet Ferrand,Licence,1472.76,annulee
T000467,C0138,2024-11-04,Verne Industries,Maintenance,3554.03,payee
T000468,C0088,01/09/2024,Orion Energie,Maintenance,3736.69,payee
T000469,C0173,2025-06-04,Nord Logistique,Licence,1970.57,payee
T000470,C0112,2024-07-19,Groupe Lorrain,Maintenance,1295.33,payee
T000471,C0117,2025-10-07,Atelier Bastide,Formation,1994.81,annulee
T000472,C0178,2025-07-24,Sigma Sante,Maintenance,5045.13,payee
T000473,C0018,13/05/2025,Orion Energie,Audit,5119.11,en attente
T000474,C0064,01/07/2024,Orion Energie,Formation,4460.81,payee
T000475,C0175,2025-03-29,Groupe Lorrain,Maintenance,2150.37,payee
T000476,C0125,22/08/2025,Sigma Sante,Conseil,5151.05,payee
T000477,C0175,2024-02-22,Groupe Lorrain,Formation,2232.1,payee
T000478,C0078,09/05/2024,Sigma Sante,Maintenance,3664.5,payee
T000479,C0009,2025-01-11,Orion Energie,Formation,3177.9,payee
T000480,C0183,19/09/2024,Verne Industries,Formation,2591.81,payee
T000481,C0183,2025-06-02,Atelier Bastide,Formation,4350.83,annulee
T000482,C0149,2024-10-19,Maison Delaunay,Conseil,4786.19,payee
T000483,C0094,2025-12-28,Groupe Lorrain,Maintenance,2080.73,payee
T000484,C0002,2024-08-06,Nord Logistique,Conseil,3275.19,payee
T000485,C0169,19/09/2024,Verne Industries,Formation,4661.85,payee
T000486,C0154,2024-01-03,Cabinet Ferrand,Formation,574.72,payee
T000487,C0155,2024-06-29,Sigma Sante,Audit,3912.54,payee
T000488,C0040,20/06/2024,Orion Energie,Audit,4710.55,payee
T000489,C0170,2025-07-10,Cabinet Ferrand,Conseil,4001.56,payee
T000490,C0169,03-09-2024,Verne Industries,Conseil,4098.45,payee
T000491,C0199,2024-05-28,Sigma Sante,Maintenance,3059.6,payee
T000492,C0132,2024-08-16,Cabinet Ferrand,Formation,4549.72,payee
T000493,C0170,2025-02-14,Atelier Bastide,Maintenance,1589.57,payee
T000494,C0094,2025-07-27,Orion Energie,Audit,2000.97,payee
T000495,C0162,15-12-2025,Orion Energie,Conseil,4063.01,payee
T000496,C0162,2024-02-04,Verne Industries,Audit,4557.13,payee
T000497,C0181,05-09-2025,Atelier Bastide,Conseil,5586.18,payee
T000498,C0199,2024-10-10,Atelier Bastide,Formation,6764.25,payee
T000499,C0001,2025-08-13,Nord Logistique,Licence,2166.48,en attente
T000500,C0181,28-01-2024,Verne Industries,Audit,1742.12,en attente
T000501,C0184,02-04-2025,Nord Logistique,Licence,4987.43,payee
T000502,C0127,2025-11-10,Sigma Sante,Conseil,2531.94,payee
T000503,C0121,2024-01-29,Groupe Lorrain,Formation,3123.68,payee
T000504,C0168,2025-07-30,Sigma Sante,Maintenance,4737.3,payee
T000505,C0106,24/03/2024,Groupe Lorrain,Licence,3550.5,en attente
T000506,C0097,2025-12-17,Groupe Lorrain,Conseil,4478.34,payee
T000507,C0187,2025-06-27,Maison Delaunay,Licence,2055.63,payee
T000508,C0184,2025-10-26,Nord Logistique,Licence,3759.94,payee
T000509,C0049,17/10/2025,Orion Energie,Conseil,3720.35,payee
T000510,C0193,2024-08-18,Nord Logistique,Formation,5537.43,payee
T000511,C0076,2024-10-30,Cabinet Ferrand,Audit,6150.6,payee
T000512,C0032,2025-05-19,Maison Delaunay,Maintenance,2502.31,en attente
T000513,C0204,2024-05-07,Sigma Sante,Conseil,1857.62,payee
T000514,C0056,2024-08-11,Maison Delaunay,Conseil,4610.48,annulee
T000515,C0048,2024-03-13,Verne Industries,Formation,1223.57,payee
T000516,C0063,2025-10-10,Orion Energie,Licence,4772.11,en attente
T000517,C0115,2024-06-29,Verne Industries,Licence,4957.0,en attente
T000518,C0039,2024-10-26,Verne Industries,Maintenance,2397.1,payee
T000519,C0038,2024-11-26,Verne Industries,Conseil,661.79,en attente
T000520,C0092,2024-10-01,Verne Industries,Conseil,5218.85,payee
T000521,C0051,2025-07-21,Atelier Bastide,Maintenance,6364.93,payee
T000522,C0045,2025-10-29,Nord Logistique,Audit,6149.75,payee
T000523,C0212,22-02-2025,Maison Delaunay,Conseil,6249.43,payee
T000524,C0139,2025-09-02,Cabinet Ferrand,Formation,1521.6,payee
T000525,C0004,2024-03-21,Orion Energie,Maintenance,3325.58,payee
T000526,C0024,06-12-2025,Cabinet Ferrand,Conseil,3708.34,annulee
T000527,C0189,2024-03-25,Cabinet Ferrand,Audit,3428.29,en attente
T000528,C0063,2024-02-18,Groupe Lorrain,Formation,4501.59,payee
T000529,C0036,17-01-2024,Orion Energie,Licence,1792.3,payee
T000530,C0155,2024-06-26,Atelier Bastide,Formation,1202.85,payee
T000531,C0195,03/09/2025,Atelier Bastide,Maintenance,980.98,payee
T000532,C0093,2024-08-07,Orion Energie,Conseil,5274.19,en attente
T000533,C0173,2025-07-31,Nord Logistique,Conseil,1511.44,annulee
T000534,C0098,2024-11-05,Groupe Lorrain,Licence,3416.83,payee
T000535,C0026,2024-03-16,Cabinet Ferrand,Audit,2337.31,payee
T000536,C0186,11/12/2024,Nord Logistique,Maintenance,2395.29,payee
T000537,C0214,18-06-2024,Groupe Lorrain,Maintenance,2903.4,payee
T000538,C0073,31/07/2024,Sigma Sante,Licence,-2451.81,payee
T000539,C0024,2025-01-12,Maison Delaunay,Conseil,1204.59,payee
T000540,C0132,2025-07-31,Groupe Lorrain,Licence,2904.55,payee
T000541,C0145,2025-03-04,Nord Logistique,Audit,2080.13,payee
T000542,C0019,2024-06-11,Atelier Bastide,Maintenance,2023.24,en attente
T000543,C0169,2025-06-07,Maison Delaunay,Maintenance,7266.96,payee
T000544,C0024,2025-05-23,Cabinet Ferrand,Formation,1375.42,payee
T000545,C0063,22/06/2024,Atelier Bastide,Licence,2832.17,payee
T000546,C0203,2025-09-13,Nord Logistique,Maintenance,3568.97,en attente
T000547,C0130,07-09-2025,Cabinet Ferrand,Maintenance,7270.97,payee
T000548,C0158,2025-03-16,Verne Industries,Audit,1685.98,en attente
T000549,C0115,2024-08-04,Orion Energie,Maintenance,5990.3,payee
T000550,C0175,15/09/2024,Maison Delaunay,Formation,2893.32,en attente
T000551,C0019,16/11/2024,Cabinet Ferrand,Formation,2949.43,payee
T000552,C0157,2024-05-17,Atelier Bastide,Maintenance,4369.44,en attente
T000553,C0016,11-08-2024,Nord Logistique,Audit,6458.64,payee
T000554,C0042,2024-04-08,Groupe Lorrain,Audit,2441.53,en attente
T000555,C0118,2024-04-22,Orion Energie,Maintenance,3705.31,payee
T000556,C0105,2025-06-27,Groupe Lorrain,Licence,3449.34,payee
T000557,C0036,2024-04-03,Maison Delaunay,Audit,3364.41,payee
T000558,C0186,2024-12-08,Verne Industries,Audit,4748.12,payee
T000559,C0071,2024-11-09,Maison Delaunay,Conseil,2160.64,payee
T000560,C0201,2024-02-03,Verne Industries,Formation,2623.96,payee
T000561,C0004,2025-08-29,Groupe Lorrain,Formation,1224.98,payee
T000562,C0056,2025-12-19,Orion Energie,Licence,4196.89,en attente
T000563,C0069,2025-04-11,Sigma Sante,Formation,3284.59,payee
T000564,C0139,05-05-2025,Groupe Lorrain,Formation,6378.17,payee
T000565,C0094,18/06/2024,Groupe Lorrain,Conseil,1664.69,en attente
T000566,C0037,08/09/2025,Nord Logistique,Conseil,7726.74,payee
T000567,C0133,26/07/2025,Orion Energie,Licence,4552.01,payee
T000568,C0117,15-11-2024,Nord Logistique,Audit,671.61,payee
T000569,C0032,2025-05-30,Groupe Lorrain,Formation,4452.95,payee
T000570,C0059,2025-11-28,Maison Delaunay,Formation,2306.61,payee
T000571,C0112,16/03/2025,Cabinet Ferrand,Formation,2765.53,payee
T000572,C0169,2024-05-25,Maison Delaunay,Audit,2524.41,en attente
T000573,C0032,2024-08-29,Verne Industries,Maintenance,5806.96,payee
T000574,C0054,15/05/2024,Groupe Lorrain,Maintenance,1110.34,payee
T000575,C0055,2024-08-30,Groupe Lorrain,Conseil,2980.02,payee
T000576,C0143,2025-10-11,Maison Delaunay,Audit,3112.02,payee
T000577,C0020,2024-05-18,Maison Delaunay,Conseil,2476.75,payee
T000578,C0153,12-10-2025,Verne Industries,Audit,1903.94,payee
T000579,C0099,2024-07-27,Groupe Lorrain,Audit,765.63,en attente
T000580,C0077,2024-12-30,Sigma Sante,Licence,3005.74,payee
T000581,C0201,2025-01-20,Atelier Bastide,Audit,4191.34,payee
T000582,C0190,2024-04-01,Atelier Bastide,Audit,3286.62,payee
T000583,C0187,2024-05-14,Cabinet Ferrand,Licence,1905.11,payee
T000584,C0206,2024-08-10,Maison Delaunay,Maintenance,3128.81,payee
T000585,C0055,2024-02-13,Orion Energie,Licence,6416.61,payee
T000586,C0199,2025-07-04,Maison Delaunay,Licence,2212.84,payee
T000587,C0041,2025-02-02,Orion Energie,Formation,3534.57,payee
T000588,C0077,09/09/2025,Maison Delaunay,Maintenance,3790.82,payee
T000589,C0129,2025-09-22,Sigma Sante,Formation,1436.75,payee
T000590,C0173,10-09-2024,Atelier Bastide,Conseil,2697.1,payee
T000591,C0135,2025-08-19,Groupe Lorrain,Formation,2714.07,payee
T000592,C0130,14/02/2024,Maison Delaunay,Conseil,3219.85,payee
T000593,C0088,2024-11-09,Orion Energie,Audit,5709.83,payee
T000594,C0138,2025-04-30,Maison Delaunay,Formation,1630.09,payee
T000595,C0111,06/12/2024,Verne Industries,Maintenance,5887.67,payee
T000596,C0111,2025-06-23,Cabinet Ferrand,Licence,4350.53,payee
T000597,C0136,2025-09-18,Groupe Lorrain,Formation,7834.29,payee
T000598,C0140,2024-11-05,Verne Industries,Formation,918.09,annulee
T000599,C0077,2024-07-19,Maison Delaunay,Audit,623.92,en attente
T000600,C0032,01-03-2025,Atelier Bastide,Licence,9964.6,payee
T000601,C0070,2025-09-25,Cabinet Ferrand,Licence,1400.3,payee
T000602,C0095,2025-12-21,Verne Industries,Maintenance,1981.97,payee
T000603,C0038,2025-08-18,Cabinet Ferrand,Audit,1992.12,payee
T000604,C0042,27-06-2024,Sigma Sante,Maintenance,1691.65,payee
T000605,C0169,2024-05-29,Orion Energie,Licence,4246.24,payee
T000606,C0065,2025-02-22,Cabinet Ferrand,Audit,2820.43,payee
T000607,C0172,20-10-2024,Sigma Sante,Audit,2154.69,payee
T000608,C0030,22-03-2025,Maison Delaunay,Audit,7119.71,payee
T000609,C0001,2025-11-05,Orion Energie,Conseil,822.47,payee
T000610,C0050,2025-02-04,Maison Delaunay,Audit,5170.91,payee
T000611,C0092,2024-09-16,Nord Logistique,Conseil,3074.28,payee
T000612,C0182,2025-09-26,Maison Delaunay,Maintenance,2133.68,payee
T000613,C0047,16-11-2024,Verne Industries,Maintenance,2277.63,payee
T000614,C0128,17-03-2025,Maison Delaunay,Formation,2670.78,annulee
T000615,C0183,2024-04-08,Maison Delaunay,Conseil,2006.98,payee
T000616,C0006,2025-01-05,Nord Logistique,Audit,4764.27,payee
T000617,C0006,2024-11-07,Groupe Lorrain,Audit,2552.12,payee
T000618,C0183,2024-03-30,Nord Logistique,Conseil,4423.39,payee
T000619,C0061,2024-06-03,Maison Delaunay,Maintenance,2297.6,payee
T000620,C0211,28-05-2025,Atelier Bastide,Conseil,3502.9,payee
T000621,C0216,2024-05-11,Sigma Sante,Licence,3502.14,annulee
T000622,C0205,2024-04-06,Sigma Sante,Formation,3203.26,payee
T000623,C0089,2024-02-12,Nord Logistique,Maintenance,5980.85,payee
T000624,C0191,2024-01-20,Orion Energie,Licence,6281.33,payee
T000625,C0089,13/11/2024,Sigma Sante,Licence,4638.39,payee
T000626,C0196,22-12-2024,Cabinet Ferrand,Maintenance,5386.13,payee
T000627,C0081,2025-03-31,Orion Energie,Licence,4511.67,en attente
T000628,C0137,2025-02-21,Orion Energie,Conseil,2454.55,payee
T000629,C0002,26-01-2025,Groupe Lorrain,Licence,2943.95,payee
T000630,C0025,30/12/2025,Orion Energie,Maintenance,922.25,payee
T000631,C0138,2024-07-01,Groupe Lorrain,Licence,1828.78,payee
T000632,C0169,2025-06-03,Cabinet Ferrand,Conseil,1406.08,annulee
T000633,C0082,2024-02-28,Orion Energie,Conseil,2123.09,payee
T000634,C0073,2025-09-11,Maison Delaunay,Formation,3646.38,payee
T000635,C0122,2024-09-21,Verne Industries,Maintenance,2406.11,payee
T000636,C0201,09-09-2024,Maison Delaunay,Formation,4879.58,payee
T000637,C0128,2024-04-08,Atelier Bastide,Audit,1869.6,payee
T000638,C0184,06-01-2025,Atelier Bastide,Formation,4319.3,payee
T000639,C0050,18/10/2024,Orion Energie,Licence,1776.62,payee
T000640,C0180,12/12/2025,Groupe Lorrain,Maintenance,5769.35,payee
T000641,C0170,2024-05-09,Orion Energie,Maintenance,1867.36,payee
T000642,C0208,2024-10-31,Cabinet Ferrand,Conseil,4001.31,payee
T000643,C0014,2025-10-19,Groupe Lorrain,Conseil,2156.88,en attente
T000644,C0090,12/08/2025,Sigma Sante,Conseil,6755.18,payee
T000645,C0021,2025-07-12,Groupe Lorrain,Audit,6614.24,payee
T000646,C0093,2025-01-18,Verne Industries,Conseil,3932.52,en attente
T000647,C0177,2025-09-29,Atelier Bastide,Conseil,3893.0,en attente
T000648,C0149,12/06/2024,Sigma Sante,Maintenance,4698.86,payee
T000649,C0175,14-08-2025,Cabinet Ferrand,Maintenance,4282.49,payee
T000650,C0172,2025-02-27,Maison Delaunay,Audit,5017.68,en attente
T000651,C0196,2024-09-12,Groupe Lorrain,Formation,1843.37,payee
T000652,C0205,08/06/2024,Maison Delaunay,Maintenance,3203.7,payee
T000653,C0137,2025-01-15,Maison Delaunay,Conseil,2245.54,payee
T000654,C0204,03-01-2024,Verne Industries,Licence,6563.26,en attente
T000655,C0012,2025-06-05,Orion Energie,Conseil,1542.3,payee
T000656,C0168,2024-06-21,Cabinet Ferrand,Audit,7144.18,payee
T000657,C0122,2024-10-11,Maison Delaunay,Licence,3233.72,annulee
T000658,C0062,20/05/2024,Atelier Bastide,Formation,5056.69,payee
T000659,C0117,05-12-2024,Orion Energie,Audit,2394.71,payee
T000660,C0042,2024-09-27,Atelier Bastide,Conseil,1466.52,payee
T000661,C0168,2024-05-17,Maison Delaunay,Maintenance,6432.72,payee
T000662,C0169,2025-10-10,Groupe Lorrain,Licence,4112.82,payee
T000663,C0004,08/07/2025,Groupe Lorrain,Maintenance,1625.03,payee
T000664,C0015,2024-10-10,Atelier Bastide,Formation,3012.86,payee
T000665,C0154,2024-02-12,Orion Energie,Audit,2893.45,en attente
T000666,C0129,08/09/2025,Atelier Bastide,Licence,4040.11,payee
T000667,C0128,2025-05-23,Orion Energie,Licence,1838.66,payee
T000668,C0021,2025-02-09,Nord Logistique,Licence,1603.65,payee
T000669,C0133,17/03/2025,Groupe Lorrain,Formation,3431.01,payee
T000670,C0132,06/01/2024,Cabinet Ferrand,Formation,1900.33,payee
T000671,C0198,2024-12-11,Cabinet Ferrand,Conseil,6534.18,payee
T000672,C0091,2024-05-17,Verne Industries,Licence,4813.72,payee
T000673,C0081,2025-04-20,Nord Logistique,Licence,4742.47,payee
T000674,C0019,2025-11-10,Sigma Sante,Formation,908.72,payee
T000675,C0132,2025-01-22,Orion Energie,Audit,2447.64,payee
T000676,C0151,2025-03-17,Nord Logistique,Conseil,2725.34,payee
T000677,C0066,02/05/2025,Orion Energie,Audit,1731.48,payee
T000678,C0170,2025-11-09,Orion Energie,Audit,4290.54,annulee
T000679,C0218,2024-01-28,Groupe Lorrain,Conseil,4000.75,payee
T000680,C0041,2024-08-14,Maison Delaunay,Maintenance,4645.7,payee
T000681,C0133,14-07-2024,Sigma Sante,Formation,5332.32,en attente
T000682,C0162,2025-06-07,Groupe Lorrain,Conseil,5196.92,payee
T000683,C0005,2024-11-22,Nord Logistique,Audit,10395.49,annulee
T000684,C0042,2025-07-17,Orion Energie,Conseil,3149.41,payee
T000685,C0092,2024-12-10,Verne Industries,Formation,2870.11,en attente
T000686,C0032,13/12/2025,Sigma Sante,Conseil,4262.16,en attente
T000687,C0083,2025-07-13,Orion Energie,Conseil,5810.44,en attente
T000688,C0035,2024-01-14,Maison Delaunay,Conseil,1210.36,payee
T000689,C0209,2025-12-22,Maison Delaunay,Audit,2050.52,en attente
T000690,C0139,2025-11-26,Nord Logistique,Conseil,2319.35,payee
T000691,C0077,2024-02-01,Cabinet Ferrand,Maintenance,3317.5,payee
T000692,C0181,12-10-2024,Cabinet Ferrand,Conseil,2455.34,payee
T000693,C0005,2025-12-09,Nord Logistique,Audit,5374.68,payee
T000694,C0139,2025-09-03,Cabinet Ferrand,Audit,3561.26,en attente
